,-E1_0,-E1_1,-E1_2,-E2_0,-E2_1,-E2_2,-E3_0,-E3_1,-E3_2,-E4_0,-E4_1,-E4_2,:Inter_0_0,:Inter_10_0,:Inter_11_0,:Inter_1_0,:Inter_2_0,:Inter_3_0,:Inter_4_0,:Inter_5_0,:Inter_6_0,:Inter_7_0,:Inter_8_0,:Inter_9_0,E1_0,E1_1,E1_2,E2_0,E2_1,E2_2,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
120,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,2,0,0,1,4,4,3,1,2
121,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,1,4,4,3,1,2
122,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,1,4,4,3,1,2
123,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,1,4,4,3,1,2
124,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,1,5,4,2,2,2
125,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,1,5,4,2,1,2
126,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,0,1,5,4,2,1,2
127,0,1,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,0,1,5,4,2,1,2
128,0,1,0,1,2,1,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,0,0,5,4,2,1,2
129,0,1,0,1,1,1,0,0,0,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,1,8,3,1,1,0,0,5,4,1,1,2
130,1,1,0,1,1,1,0,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,1,1,0,0,5,4,1,1,2
131,1,1,0,1,1,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,1,0,0,0,1,8,3,1,1,0,0,5,4,1,1,2
132,1,2,0,1,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,2,1,0,0,5,4,1,1,2
133,1,2,0,2,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,2,1,0,0,5,4,1,1,2
134,1,2,0,2,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,2,1,0,0,5,4,1,1,2
135,1,2,0,2,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,2,1,0,0,5,4,1,1,2
136,1,3,0,1,0,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,2
137,1,3,0,1,0,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,2
138,1,3,0,1,0,1,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,1
139,1,3,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,1
140,1,3,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,0,0
141,1,2,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,0,0
142,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,2,8,3,1,0,0,0,5,5,0,0,0
143,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,0
144,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,0
145,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
146,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
147,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
148,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
149,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
150,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
151,1,1,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
152,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
153,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,1,0,0,0,5,5,0,0,1
154,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,1,0,0,0,5,5,0,0,1
155,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,5,5,0,0,1
156,0,1,0,1,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,6,5,0,0,1
157,0,1,0,1,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,0,0,0,0,6,5,0,0,1
158,0,0,0,2,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,0,0,0,0,6,5,0,0,1
159,0,0,0,2,1,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,6,5,1,0,1
160,0,0,0,2,1,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,7,5,1,0,1
161,0,0,0,1,1,0,0,0,0,2,4,4,0,0,0,0,0,1,0,0,0,0,0,1,2,8,4,0,0,0,0,7,5,1,0,1
162,0,0,0,1,1,0,0,0,0,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,2,8,4,0,0,0,0,7,5,2,0,1
163,0,0,0,1,1,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0,0,8,5,2,0,1
164,0,0,0,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,8,4,0,0,0,0,8,5,2,0,1
165,0,0,0,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,8,4,0,0,0,0,8,5,2,0,1
166,0,0,0,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,8,5,2,1,0
167,0,0,0,1,1,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,8,6,2,1,0
168,0,0,0,1,1,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,8,6,2,0,0
169,0,0,0,1,1,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,8,4,1,0,0,0,8,6,2,0,0
170,0,0,0,1,1,1,1,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,3,0,0
171,0,0,0,1,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,2,1,0
172,0,0,0,1,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,2,1,0
173,0,0,0,1,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,2,1,0
174,0,0,0,1,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,2,1,0
175,0,0,0,2,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,2,1,0
176,0,0,0,2,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,7,2,1,0
177,0,0,0,2,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,2,8,7,2,1,0
178,0,0,0,3,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1,2,8,4,1,0,0,2,8,7,2,1,0
179,0,0,0,3,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,1,0,0,2,8,7,3,1,0
180,0,0,0,3,2,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,1,0,0,3,8,7,3,1,0
181,0,0,0,3,2,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,1,0,0,3,8,7,3,1,0
182,0,0,0,3,2,1,1,0,0,2,5,4,0,0,0,0,0,0,0,0,1,0,0,0,2,9,4,1,0,0,3,8,7,3,1,0
183,0,0,0,2,2,1,1,0,0,3,5,4,0,0,0,0,0,1,0,0,1,0,0,0,2,9,4,1,0,0,3,8,7,3,1,0
184,0,0,0,2,2,1,1,0,0,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,2,9,5,2,0,0,3,8,7,3,0,0
185,0,0,0,2,2,1,2,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,2,0,0,3,8,7,2,0,0
186,0,0,0,2,2,1,2,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,2,0,0,3,8,7,2,0,0
187,0,0,0,2,2,1,1,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,2,0,0,3,8,7,2,0,0
188,0,0,0,2,2,1,1,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,1,0,0,3,8,8,2,0,0
189,0,0,0,2,2,1,1,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,1,0,0,3,8,8,2,0,0
190,0,0,0,2,2,1,1,0,0,2,5,4,0,0,0,0,0,0,0,0,1,1,1,0,3,10,5,1,0,0,3,8,8,2,0,0
191,0,0,0,2,2,1,1,0,0,2,5,4,0,0,0,0,0,0,0,0,0,1,1,1,3,10,5,2,0,0,3,8,8,2,0,0
192,0,0,0,2,2,1,1,0,0,2,5,4,0,0,0,0,0,0,0,0,0,1,1,1,3,10,5,2,0,0,3,8,8,2,0,0
193,0,0,0,2,2,1,1,0,0,2,4,3,0,0,0,0,0,0,0,0,0,2,2,0,3,10,5,2,0,0,3,8,8,2,0,0
194,0,0,1,2,2,1,1,1,0,2,4,3,0,0,0,0,0,0,0,0,0,1,1,0,3,10,5,2,0,0,3,8,9,2,0,0
195,0,0,1,2,2,1,1,1,0,2,5,3,1,0,0,0,0,0,0,0,0,1,1,1,2,10,5,2,0,0,2,8,9,2,0,0
196,1,0,2,2,2,1,1,2,0,1,4,2,0,0,0,0,0,0,0,0,1,1,1,1,2,10,5,2,0,0,3,8,9,2,0,0
197,1,0,2,2,2,1,1,2,0,1,4,2,0,0,0,0,0,0,0,0,0,1,1,0,2,10,5,3,0,0,3,8,9,3,0,0
198,1,0,3,2,2,1,1,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,3,8,9,3,0,0
199,1,0,3,2,2,1,1,3,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,3,10,6,3,0,0,3,8,9,3,0,0
200,1,0,3,2,2,1,1,3,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,3,10,6,3,0,0,3,8,9,3,0,0
201,1,0,3,1,3,1,1,3,0,1,3,1,0,0,0,0,0,1,0,0,0,2,1,0,3,10,6,3,0,0,3,8,9,2,0,0
202,1,0,4,2,3,1,1,4,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,3,10,6,3,0,0,3,8,9,2,0,0
203,1,0,4,2,3,1,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,10,6,3,0,0,3,8,9,2,0,0
204,1,0,4,2,3,1,2,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,0,0,3,8,9,2,0,0
205,1,1,3,3,3,1,2,5,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,0,0,2,8,9,2,0,0
206,1,1,3,3,3,1,2,4,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,0,0,2,8,9,2,0,0
207,2,1,3,3,3,1,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,2,0,0,2,8,9,2,0,0
208,2,1,3,3,3,1,1,4,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,3,10,6,2,0,0,1,8,9,2,0,0
209,3,1,3,3,4,2,1,4,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,3,10,6,2,0,0,1,8,9,2,0,0
210,3,1,3,3,4,2,2,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,10,6,3,0,0,1,8,9,2,0,0
211,3,1,3,3,4,2,2,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,10,6,2,0,0,1,8,9,2,0,0
212,3,1,3,3,4,3,2,4,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,11,6,2,0,0,1,8,9,3,0,0
213,3,2,2,3,4,3,3,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,6,2,0,0,1,8,9,3,0,0
214,3,2,2,3,4,3,4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,6,2,0,0,1,8,9,3,0,0
215,3,2,2,3,4,3,4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,6,2,0,0,2,8,9,3,0,0
216,3,2,2,3,4,3,4,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,6,2,0,0,2,8,9,2,0,0
217,3,1,2,3,4,3,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,6,2,0,0,2,8,9,2,0,0
218,2,1,2,3,4,3,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,7,2,0,0,2,8,9,2,0,0
219,2,0,2,3,4,4,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,7,2,0,0,2,8,9,3,0,0
220,2,0,2,3,4,4,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,7,1,0,0,2,8,9,2,0,0
221,2,0,2,3,4,4,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,7,1,0,0,2,8,9,2,0,0
222,2,0,2,3,4,4,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,7,1,0,0,1,8,9,2,0,0
223,3,0,2,3,4,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,7,1,0,0,1,8,9,2,0,0
224,3,0,1,3,4,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,7,1,0,0,1,8,9,3,0,0
225,3,0,1,3,4,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
226,3,0,1,3,4,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
227,3,0,1,3,4,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
228,3,0,1,3,4,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
229,3,0,1,3,4,5,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
230,3,0,1,3,5,5,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
231,3,0,1,2,5,5,1,3,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
232,2,0,1,2,5,5,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,1,8,9,3,0,0
233,2,0,1,1,5,5,2,2,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,7,0,0,0,1,8,9,2,0,0
234,1,0,1,1,5,5,2,2,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,7,0,0,0,1,8,10,2,0,0
235,1,0,1,1,5,5,3,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,1,9,10,2,0,0
236,1,0,1,0,5,5,3,2,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,13,7,0,0,0,1,9,10,2,0,0
237,1,0,1,0,5,5,2,2,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,13,7,0,0,0,1,9,11,2,0,0
238,1,0,1,0,5,6,2,3,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,1,9,11,2,0,0
239,1,0,1,0,6,6,2,3,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,1,9,11,2,0,0
240,1,1,0,0,5,5,2,3,0,1,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,13,8,0,0,0,0,9,12,2,0,0
241,2,0,0,0,5,5,2,3,0,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,13,8,0,0,0,1,9,12,2,0,0
242,2,0,0,0,5,5,2,3,0,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,13,8,0,0,0,1,9,12,2,0,0
